,HomePlanet,CryoSleep,Destination,Age,Travel company,VIP,RoomService,FoodCourt,Travel Outcome,Cols,P_S
4884,1,0,2,18.0,1,0,51.0,339.0,1,4,1
4885,1,0,0,31.0,1,0,1364.0,0.0,1,1,1
4886,0,1,2,26.0,1,0,0.0,0.0,1,6,0
4887,0,0,2,41.0,0,0,717.0,641.0,1,6,0
4888,1,0,0,26.0,0,0,168.0,458.07720329024676,1,1,1
4889,1,0,0,29.0,1,0,0.0,43.0,1,1,0
4890,1,0,0,24.0,1,0,666.0,938.0,0,4,1
4891,1,0,0,25.0,1,0,10.0,0.0,1,1,0
4892,1,0,2,0.0,1,0,0.0,0.0,1,3,0
4893,1,1,0,30.0,1,0,0.0,0.0,0,3,0
4894,0,1,2,18.0,1,0,0.0,0.0,1,0,0
4895,0,1,2,32.0,0,0,0.0,0.0,0,0,0
4896,1,0,0,28.0,1,0,0.0,0.0,1,1,1
4897,2,0,0,21.0,1,0,2206.0,0.0,1,5,0
4898,1,0,0,25.0,0,0,0.0,528.0,0,1,0
4899,2,0,2,47.0,0,0,275.0,0.0,1,1,1
4900,2,1,1,28.82793046746535,0,0,0.0,0.0,1,1,1
4901,2,1,0,8.0,1,0,0.0,0.0,0,1,1
4902,1,0,0,24.0,1,0,0.0,0.0,1,1,1
4903,2,1,0,30.0,0,0,0.0,0.0,0,4,1
4904,1,1,1,24.0,1,0,0.0,0.0,1,3,1
4905,1,1,0,13.0,0,0,0.0,0.0,1,3,1
4906,1,0,0,16.0,0,0,0.0,0.0,0,4,1
4907,2,0,0,23.0,1,0,263.0,0.0,0,1,1
4908,2,0,0,16.0,1,0,271.0,0.0,1,1,0
4909,1,0,0,29.0,0,0,30.0,0.0,1,3,0
4910,1,0,0,46.0,0,0,1.0,0.0,0,4,0
4911,1,1,1,13.0,0,0,0.0,0.0,1,3,0
4912,1,1,0,22.0,0,0,0.0,0.0,1,3,1
4913,1,1,0,29.0,1,0,0.0,0.0,0,3,1
4914,1,1,0,46.0,1,0,0.0,0.0,1,3,1
4915,1,0,0,24.0,1,0,1231.0,0.0,0,1,1
4916,1,1,0,33.0,1,0,0.0,0.0,1,3,1
4917,2,0,0,38.0,1,0,218.0,0.0,0,1,1
4918,1,1,0,57.0,1,0,0.0,0.0,0,3,0
4919,1,0,0,28.82793046746535,1,0,0.0,13.0,0,1,0
4920,1,0,0,38.0,1,0,6.0,2324.0,1,3,0
4921,1,0,0,28.0,1,0,607.0,0.0,1,3,1
4922,2,0,0,25.0,1,0,922.0,0.0,1,4,0
4923,2,1,0,22.0,0,0,0.0,0.0,0,1,1
4924,2,0,0,33.0,0,0,705.0,0.0,0,1,0
4925,1,0,0,35.0,0,0,202.0,1309.0,1,1,1
4926,1,0,0,24.0,0,0,290.0,64.0,0,1,1
4927,0,1,0,31.0,0,0,0.0,0.0,0,0,1
4928,0,1,0,16.0,1,0,0.0,0.0,0,0,1
4929,0,1,0,28.0,1,0,0.0,0.0,0,1,1
4930,0,0,2,8.0,1,0,0.0,0.0,0,0,1
4931,2,1,0,20.0,0,0,0.0,0.0,0,1,1
4932,2,0,0,26.0,0,0,41.0,0.0,1,5,1
4933,0,0,2,43.0,1,0,0.0,1001.0,0,0,0
4934,0,0,0,70.0,1,0,241.0,1065.0,1,6,1
4935,1,1,2,17.0,1,0,0.0,0.0,1,3,0
4936,1,1,0,14.0,0,0,0.0,0.0,1,3,0
4937,1,1,0,21.0,0,0,0.0,0.0,1,3,1
4938,1,0,2,37.0,0,0,0.0,0.0,1,1,1
4939,1,0,0,15.0,1,0,0.0,400.0,0,1,0
4940,0,0,2,20.0,0,0,0.0,290.0,1,2,1
4941,0,0,2,36.0,0,1,13.0,196.0,1,6,1
4942,1,0,0,14.0,0,0,0.0,56.0,0,1,1
4943,1,0,0,21.0,0,0,38.0,1.0,1,4,1
4944,1,0,0,28.0,0,0,89.0,3.0,1,1,0
4945,2,1,0,20.0,0,0,0.0,0.0,1,1,0
4946,1,0,0,26.0,1,0,0.0,0.0,0,1,0
4947,1,0,0,25.0,1,0,662.0,34.0,0,1,0
4948,1,0,0,29.0,1,0,0.0,10.0,1,1,1
4949,0,0,2,39.0,0,1,0.0,2868.0,1,0,0
4950,1,0,0,18.0,1,0,0.0,0.0,0,1,0
4951,0,1,2,37.0,1,0,0.0,0.0,0,0,1
4952,1,0,0,28.0,0,0,467.0,458.07720329024676,1,3,0
4953,1,0,0,18.0,0,0,0.0,0.0,1,1,1
4954,1,0,0,30.0,0,0,0.0,6.0,1,1,0
4955,1,0,0,35.0,0,0,35.0,0.0,1,4,1
4956,1,0,0,26.0,1,0,0.0,196.0,0,1,1
4957,1,1,2,0.0,0,0,0.0,0.0,1,3,1
4958,1,0,1,42.0,0,0,0.0,458.07720329024676,0,3,1
4959,1,0,0,36.0,0,0,1.0,716.0,1,1,0
4960,1,0,0,31.0,1,0,1177.0,2.0,1,1,0
4961,1,0,2,27.0,1,0,3905.0,7.0,0,3,0
4962,0,0,0,25.0,0,0,0.0,4313.0,1,6,1
4963,1,1,0,32.0,1,0,0.0,0.0,0,3,0
4964,1,1,0,14.0,1,0,0.0,0.0,1,3,1
4965,1,1,0,16.0,0,0,0.0,0.0,0,3,1
4966,1,1,2,51.0,1,0,0.0,0.0,1,3,1
4967,0,1,0,21.0,0,0,0.0,0.0,0,0,0
4968,0,1,2,31.0,1,0,0.0,0.0,1,0,0
4969,1,0,0,9.0,0,0,0.0,0.0,1,1,1
4970,1,0,0,7.0,0,0,0.0,0.0,0,3,0
4971,1,0,0,3.0,1,0,0.0,0.0,1,3,0
4972,1,1,0,2.0,0,0,0.0,0.0,1,3,0
4973,1,0,2,7.0,1,0,0.0,0.0,1,3,0
4974,2,0,0,18.0,0,0,1744.0,0.0,1,1,1
4975,2,1,0,33.0,1,0,0.0,0.0,0,1,1
4976,1,0,0,23.0,0,0,0.0,2891.0,1,1,0
4977,0,1,0,13.0,0,0,224.687617481203,0.0,0,0,1
4978,2,0,0,32.0,0,0,4702.0,0.0,1,1,1
4979,0,1,0,27.0,0,0,0.0,0.0,1,0,0
4980,1,0,0,23.0,1,0,0.0,491.0,0,1,0
4981,0,0,0,25.0,0,0,0.0,3625.0,0,6,1
4982,1,0,0,18.0,0,0,454.0,0.0,1,1,0
4983,2,1,2,23.0,1,0,0.0,0.0,0,1,0
4984,0,1,2,31.0,0,0,0.0,0.0,1,4,0
4985,0,0,0,32.0,1,0,0.0,1301.0,1,4,0
4986,2,1,0,22.0,1,0,0.0,0.0,0,1,0
4987,2,1,0,38.0,0,0,0.0,0.0,1,1,0
4988,1,0,1,21.0,0,0,751.0,5.0,1,1,1
4989,2,1,0,28.0,0,0,0.0,0.0,0,1,0
4990,0,0,0,38.0,0,0,0.0,0.0,1,0,0
4991,1,0,0,20.0,1,0,0.0,0.0,0,1,0
4992,1,0,0,23.0,0,0,0.0,1.0,1,1,0
4993,1,0,0,48.0,0,0,456.0,0.0,0,3,0
4994,1,1,2,15.0,1,0,0.0,0.0,1,3,1
4995,1,0,0,30.0,1,0,0.0,674.0,1,3,1
4996,2,0,0,40.0,1,0,286.0,0.0,1,1,1
4997,1,0,0,36.0,1,0,0.0,0.0,0,3,1
4998,1,1,0,20.0,0,0,0.0,0.0,0,3,1
4999,2,0,0,17.0,0,0,13.0,0.0,0,4,0
5000,0,0,2,38.0,1,0,0.0,439.0,0,6,0
5001,0,1,2,38.0,1,0,0.0,0.0,0,6,0
5002,2,0,0,14.0,1,0,809.0,0.0,1,5,0
5003,2,0,0,28.82793046746535,0,0,134.0,0.0,1,4,0
5004,1,0,0,21.0,1,0,37.0,0.0,1,4,0
5005,0,0,0,18.0,1,0,0.0,3770.0,1,6,0
5006,2,0,0,26.0,1,0,164.0,0.0,1,5,0
5007,0,0,0,35.0,0,0,25.0,866.0,1,6,0
5008,2,0,2,46.0,1,0,1082.0,80.0,0,1,1
5009,0,1,2,13.0,0,0,0.0,0.0,0,0,1
5010,0,0,0,39.0,1,0,43.0,9365.0,1,0,1
5011,2,0,1,49.0,1,0,1690.0,0.0,1,5,1
5012,2,0,0,28.0,1,0,0.0,0.0,0,4,1
5013,1,0,0,27.0,1,0,0.0,686.0,1,1,0
5014,1,1,0,21.0,0,0,0.0,0.0,1,3,0
5015,1,0,0,29.0,0,0,0.0,32.0,0,4,1
5016,1,0,0,27.0,0,0,0.0,45.0,0,1,0
5017,2,1,0,38.0,1,0,0.0,0.0,0,1,0
5018,1,0,1,18.0,0,0,0.0,458.07720329024676,1,1,0
5019,0,1,2,35.0,0,0,0.0,0.0,1,4,0
5020,2,1,0,37.0,0,0,0.0,0.0,1,1,0
5021,1,0,0,60.0,0,0,943.0,53.0,1,4,0
5022,0,1,0,31.0,0,0,0.0,0.0,1,4,0
5023,0,1,0,4.0,0,0,0.0,0.0,1,6,1
5024,1,0,0,34.0,0,0,0.0,3195.0,1,6,1
5025,0,0,2,46.0,1,0,0.0,8221.0,1,6,1
5026,1,0,0,18.0,1,0,0.0,0.0,1,3,1
5027,2,0,0,38.0,0,0,224.687617481203,0.0,1,4,1
5028,1,0,0,29.0,1,0,0.0,61.0,1,1,1
5029,0,1,0,13.0,0,0,0.0,0.0,1,6,1
5030,0,1,0,26.0,1,0,0.0,0.0,1,6,1
5031,0,0,0,30.0,0,0,0.0,95.0,1,6,0
5032,1,0,0,42.0,1,0,0.0,0.0,0,1,1
5033,2,0,0,36.0,1,0,386.0,0.0,1,1,0
5034,1,0,2,23.0,1,0,253.0,0.0,1,1,0
5035,0,0,0,34.0,0,1,0.0,5210.0,1,2,1
5036,0,0,0,26.0,1,0,0.0,4894.0,1,2,1
5037,2,0,0,31.0,1,0,2048.0,0.0,0,5,0
5038,2,0,0,48.0,1,0,581.0,6.0,1,5,0
5039,1,1,0,10.0,1,0,0.0,0.0,0,3,1
5040,2,0,0,27.0,1,0,2.0,0.0,1,1,0
5041,2,0,0,32.0,0,0,2497.0,0.0,0,1,0
5042,1,1,0,24.0,0,0,0.0,0.0,0,3,1
5043,1,1,1,20.0,0,0,0.0,0.0,0,3,1
5044,1,0,0,48.0,0,0,83.0,110.0,1,1,1
5045,2,0,0,35.0,1,1,628.0,6.0,1,4,1
5046,2,0,0,14.0,0,0,246.0,0.0,1,5,0
5047,2,0,0,28.0,1,0,4.0,0.0,1,5,0
5048,2,0,0,28.82793046746535,1,0,743.0,378.0,1,1,0
5049,2,1,0,42.0,1,0,0.0,0.0,1,5,1
5050,2,1,0,8.0,0,0,0.0,0.0,1,5,1
5051,2,1,2,30.0,0,0,0.0,0.0,1,5,1
5052,1,0,0,44.0,1,0,0.0,0.0,1,3,0
5053,2,0,0,40.0,1,0,1269.0,0.0,0,1,1
5054,1,0,0,38.0,1,0,766.0,38.0,1,1,0
5055,1,0,1,22.0,1,0,2.0,46.0,1,1,1
5056,2,0,0,32.0,0,0,1781.0,0.0,0,5,0
5057,2,0,0,16.0,0,0,2116.0,0.0,1,5,0
5058,2,0,0,33.0,1,0,748.0,130.0,0,5,1
5059,0,0,0,38.0,0,0,20.0,3960.0,1,0,1
5060,1,0,0,23.0,0,0,0.0,806.0,1,3,0
5061,1,0,0,16.0,0,0,3.0,595.0,1,3,0
5062,1,0,1,16.0,0,0,481.0,0.0,1,3,0
5063,1,0,0,11.0,1,0,0.0,0.0,1,3,0
5064,1,0,0,22.0,1,0,0.0,824.0,1,1,0
5065,1,0,0,43.0,1,0,0.0,0.0,0,1,0
5066,1,1,1,20.0,1,0,0.0,0.0,1,3,0
5067,1,0,0,22.0,1,0,0.0,747.0,1,1,0
5068,2,0,0,0.0,1,0,0.0,458.07720329024676,1,1,0
5069,2,0,0,30.0,1,0,138.0,0.0,1,4,0
5070,2,1,0,18.0,1,0,0.0,0.0,1,1,0
5071,2,0,2,0.0,0,0,0.0,0.0,1,1,0
5072,2,0,0,41.0,1,0,164.0,0.0,1,4,1
5073,1,0,0,39.0,1,0,0.0,829.0,1,1,1
5074,1,0,0,37.0,1,0,389.0,0.0,0,3,1
5075,0,1,2,26.0,0,0,0.0,0.0,0,5,1
5076,2,0,0,49.0,1,0,552.0,0.0,1,1,0
5077,2,0,0,28.0,1,0,142.0,0.0,1,4,0
5078,2,0,1,13.0,1,0,358.0,65.0,0,1,0
5079,1,0,0,64.0,0,0,469.0,700.0,1,4,0
5080,1,0,1,24.0,0,0,1.0,0.0,0,1,1
5081,1,1,0,18.0,1,0,0.0,0.0,1,1,0
5082,2,0,0,18.0,1,0,3458.0,0.0,0,1,0
5083,2,0,0,25.0,0,0,948.0,0.0,1,1,0
5084,1,1,0,19.0,1,0,0.0,0.0,0,3,0
5085,1,0,2,33.0,0,0,2.0,0.0,0,4,1
5086,1,1,0,28.82793046746535,0,0,0.0,0.0,1,3,0
5087,2,0,0,50.0,0,0,846.0,0.0,1,1,0
5088,1,0,0,30.0,1,0,0.0,0.0,1,1,1
5089,2,0,0,44.0,0,0,1267.0,18.0,1,1,0
5090,1,1,1,52.0,1,0,0.0,0.0,0,3,0
5091,1,1,0,7.0,1,0,0.0,0.0,1,3,1
5092,1,0,2,30.0,0,0,0.0,59.0,0,1,1
5093,1,0,0,27.0,1,0,1109.0,0.0,1,1,1
5094,0,1,2,24.0,1,0,0.0,0.0,1,0,1
5095,1,0,2,13.0,0,0,4.0,99.0,1,1,0
5096,1,0,0,61.0,1,0,0.0,53.0,1,1,0
5097,1,1,0,32.0,0,0,0.0,0.0,1,3,0
5098,2,1,2,17.0,0,0,0.0,0.0,0,1,0
5099,2,0,0,36.0,0,0,0.0,0.0,1,1,0
5100,1,1,1,16.0,1,0,0.0,0.0,1,3,0
5101,1,0,1,21.0,1,0,0.0,697.0,0,1,0
5102,0,0,0,24.0,0,0,0.0,0.0,1,6,1
5103,1,0,2,28.0,0,0,0.0,9.0,1,1,1
5104,2,0,0,28.82793046746535,0,0,848.0,1497.0,0,4,0
5105,2,0,2,13.0,0,0,9920.0,0.0,0,4,0
5106,1,0,0,39.0,0,0,0.0,1.0,0,1,0
5107,1,0,0,24.0,1,0,0.0,0.0,1,4,1
5108,0,0,0,38.0,0,0,0.0,347.0,1,6,1
5109,2,0,0,20.0,1,0,489.0,126.0,1,1,0
5110,1,0,0,21.0,1,0,724.0,0.0,0,1,1
5111,2,0,0,27.0,1,0,1.0,1.0,1,1,0
5112,1,0,0,49.0,1,0,226.0,11.0,1,1,0
5113,2,1,0,6.0,0,0,0.0,0.0,1,1,0
5114,0,1,2,41.0,1,0,0.0,0.0,1,0,0
5115,0,0,2,33.0,1,1,0.0,1473.0,1,0,0
5116,0,0,0,6.0,1,0,0.0,0.0,0,0,0
5117,0,0,2,35.0,1,0,0.0,4618.0,1,0,0
5118,0,0,0,46.0,1,0,0.0,4524.0,1,0,0
5119,1,0,0,31.0,0,0,2703.0,21.0,0,1,1
5120,0,1,0,32.0,1,0,0.0,0.0,0,0,1
5121,0,1,2,31.0,0,0,224.687617481203,0.0,1,2,0
5122,1,1,0,20.0,0,0,224.687617481203,0.0,0,3,0
5123,1,0,0,57.0,1,0,685.0,458.07720329024676,1,3,1
5124,1,0,1,37.0,1,0,0.0,0.0,1,1,1
5125,1,1,0,21.0,1,0,0.0,0.0,1,1,1
5126,1,0,0,43.0,0,0,0.0,0.0,1,1,0
5127,1,0,0,49.0,1,0,1020.0,0.0,0,3,1
5128,1,0,0,17.0,1,0,0.0,150.0,0,3,1
5129,2,0,0,29.0,0,0,518.0,0.0,1,1,1
5130,1,1,2,36.0,0,0,0.0,0.0,0,3,1
5131,0,0,0,37.0,0,0,31.0,9307.0,1,1,1
5132,1,0,1,17.0,1,0,2.0,0.0,1,1,0
5133,2,1,2,45.0,1,0,0.0,0.0,1,1,1
5134,1,0,0,20.0,1,0,0.0,9.0,1,3,0
5135,2,1,0,24.0,0,0,0.0,0.0,0,1,0
5136,0,1,0,28.0,1,0,0.0,0.0,1,0,0
5137,0,0,0,15.0,1,0,0.0,22.0,1,0,0
5138,0,0,0,53.0,0,0,0.0,6634.0,1,0,0
5139,0,1,0,51.0,1,0,0.0,0.0,0,0,0
5140,1,1,0,14.0,0,0,0.0,0.0,1,3,0
5141,1,1,0,1.0,0,0,0.0,0.0,1,3,0
5142,2,0,0,26.0,0,0,665.0,76.0,1,1,0
5143,1,0,0,20.0,1,0,0.0,0.0,1,3,1
5144,1,0,0,23.0,0,0,0.0,551.0,1,1,1
5145,1,0,0,22.0,0,0,658.0,0.0,1,1,1
5146,1,1,2,22.0,0,0,0.0,0.0,0,3,0
5147,0,1,0,13.0,1,0,0.0,0.0,1,0,1
5148,0,0,0,28.0,1,0,0.0,0.0,0,0,1
5149,1,1,0,40.0,0,0,0.0,0.0,1,3,1
5150,2,0,2,21.0,0,0,4027.0,0.0,0,5,0
5151,1,0,0,35.0,0,0,702.0,104.0,1,3,1
5152,1,0,0,22.0,1,0,142.0,1307.0,0,1,0
5153,0,1,0,37.0,1,0,0.0,0.0,0,5,1
5154,2,0,0,21.0,0,0,0.0,0.0,0,4,1
5155,1,0,0,50.0,1,0,0.0,358.0,1,1,1
5156,1,0,0,27.0,0,0,0.0,0.0,0,1,1
5157,1,1,0,20.0,1,0,0.0,0.0,1,3,1
5158,1,1,0,15.0,1,0,0.0,0.0,0,3,0
5159,1,0,1,25.0,1,0,39.0,458.07720329024676,0,4,0
5160,0,0,2,31.0,0,0,0.0,225.0,1,2,1
5161,0,0,2,28.82793046746535,0,0,0.0,8162.0,1,0,1
5162,1,1,0,18.0,0,0,0.0,0.0,1,3,1
5163,1,1,1,2.0,1,0,224.687617481203,0.0,1,3,1
5164,1,0,0,27.0,0,0,0.0,6.0,1,3,1
5165,1,0,0,0.0,0,0,0.0,0.0,1,3,1
5166,1,0,0,22.0,1,0,758.0,0.0,1,1,0
5167,2,0,0,28.82793046746535,0,0,0.0,0.0,0,4,1
5168,1,0,0,56.0,0,0,0.0,4.0,1,3,1
5169,1,0,0,28.0,0,0,0.0,0.0,0,1,1
5170,1,0,2,42.0,1,0,31.0,0.0,1,4,1
5171,1,0,0,20.0,1,0,0.0,0.0,1,1,1
5172,1,0,0,27.0,0,0,508.0,585.0,0,1,1
5173,1,0,1,29.0,1,0,0.0,0.0,0,3,0
5174,1,0,2,36.0,1,0,85.0,0.0,1,1,1
5175,1,0,0,23.0,0,0,0.0,0.0,1,1,1
5176,1,1,0,64.0,0,0,0.0,0.0,0,3,1
5177,1,0,0,19.0,1,0,1.0,1.0,1,3,0
5178,1,1,2,1.0,1,0,0.0,0.0,1,3,0
5179,1,1,0,49.0,1,0,224.687617481203,0.0,0,3,0
5180,1,1,2,0.0,1,0,0.0,0.0,1,3,0
5181,1,0,0,18.0,0,0,0.0,288.0,1,1,0
5182,0,0,2,39.0,0,0,5645.0,132.0,0,6,0
5183,2,0,0,37.0,1,0,10.0,20.0,1,4,0
5184,2,1,0,44.0,0,0,0.0,0.0,1,1,0
5185,2,0,1,43.0,0,0,817.0,0.0,1,1,0
5186,2,1,0,33.0,1,0,0.0,0.0,1,1,0
5187,1,0,0,20.0,0,0,41.0,222.0,1,3,1
5188,1,0,0,0.0,0,0,0.0,0.0,0,3,1
5189,1,0,2,4.0,1,0,0.0,0.0,1,3,1
5190,2,1,0,20.0,1,0,0.0,0.0,1,1,1
5191,2,0,0,50.0,0,0,690.0,0.0,1,1,1
5192,2,1,0,47.0,1,0,0.0,0.0,1,1,0
5193,2,1,0,17.0,0,0,0.0,0.0,1,1,0
5194,0,0,0,26.0,1,0,0.0,1583.0,1,0,0
5195,1,0,0,21.0,0,0,39.0,360.0,1,4,1
5196,2,1,0,20.0,1,0,0.0,0.0,0,1,0
5197,0,1,0,26.0,1,0,0.0,0.0,0,6,0
5198,2,0,0,28.82793046746535,0,1,1565.0,0.0,0,1,0
5199,1,0,1,34.0,0,0,0.0,0.0,1,3,1
5200,1,1,0,11.0,0,0,0.0,0.0,1,3,1
5201,1,1,0,0.0,0,0,0.0,0.0,1,3,1
5202,0,0,2,28.0,0,0,550.0,5203.0,0,5,0
5203,1,0,0,33.0,0,0,127.0,745.0,1,3,1
5204,1,1,0,22.0,0,0,0.0,0.0,0,3,0
5205,2,0,0,28.0,1,0,0.0,0.0,1,1,0
5206,2,1,0,11.0,1,0,0.0,0.0,1,1,0
5207,2,0,0,60.0,0,0,51.0,10.0,1,1,0
5208,1,0,0,43.0,1,0,1.0,0.0,0,3,1
5209,1,0,0,27.0,0,0,0.0,1.0,1,4,1
5210,1,1,0,37.0,0,0,0.0,0.0,1,3,0
5211,1,1,2,23.0,0,0,0.0,0.0,0,3,1
5212,2,0,0,57.0,0,0,1696.0,0.0,0,5,1
5213,0,1,0,29.0,0,0,0.0,0.0,1,2,0
5214,0,0,0,28.0,0,0,0.0,175.0,1,2,0
5215,0,0,0,42.0,0,0,0.0,890.0,1,2,0
5216,0,0,0,43.0,0,0,7.0,494.0,0,2,0
5217,0,1,0,26.0,1,0,0.0,0.0,1,6,0
5218,0,0,2,72.0,1,0,2445.0,3023.0,0,4,0
5219,0,0,0,49.0,1,0,0.0,3991.0,1,0,0
5220,0,1,2,29.0,1,1,0.0,0.0,1,0,0
5221,1,1,0,18.0,0,0,0.0,0.0,0,3,0
5222,1,0,2,26.0,1,0,0.0,406.0,1,3,1
5223,2,1,2,19.0,1,0,0.0,0.0,1,1,0
5224,1,0,2,18.0,0,0,749.0,0.0,1,1,0
5225,1,0,2,14.0,1,0,714.0,237.0,0,1,0
5226,2,0,0,44.0,0,0,583.0,0.0,1,1,0
5227,2,1,0,34.0,1,0,0.0,0.0,1,1,0
5228,1,1,2,18.0,0,0,0.0,0.0,1,3,0
5229,1,1,1,36.0,1,0,0.0,0.0,1,3,1
5230,0,1,2,27.0,0,0,0.0,0.0,1,0,1
5231,1,0,0,35.0,1,0,753.0,335.0,1,3,0
5232,0,0,0,52.0,1,0,5.0,3514.0,1,5,1
5233,1,0,1,22.0,1,0,688.0,5.0,1,3,0
5234,1,0,0,34.0,1,0,245.0,0.0,1,1,0
5235,1,0,1,37.0,1,0,0.0,0.0,0,3,0
5236,1,0,2,22.0,0,0,654.0,2.0,0,1,0
5237,1,0,0,26.0,0,0,0.0,786.0,1,1,0
5238,1,0,2,14.0,1,0,590.0,9.0,0,4,1
5239,2,1,2,53.0,1,0,0.0,0.0,1,1,0
5240,1,0,0,17.0,1,0,0.0,823.0,0,1,0
5241,1,0,0,30.0,1,0,0.0,1.0,1,1,1
5242,0,0,0,65.0,1,0,0.0,722.0,1,5,0
5243,1,0,0,19.0,0,0,0.0,0.0,1,3,1
5244,0,0,2,36.0,0,0,380.0,686.0,0,4,1
5245,1,1,0,3.0,1,0,0.0,0.0,1,3,1
5246,1,0,0,6.0,0,0,0.0,0.0,1,3,1
5247,1,0,2,4.0,0,0,0.0,0.0,0,1,1
5248,1,0,0,21.0,1,0,958.0,1668.0,1,1,1
5249,1,1,2,8.0,0,0,0.0,0.0,1,3,1
5250,0,1,0,35.0,1,0,0.0,0.0,0,0,0
5251,0,0,2,18.0,1,0,0.0,3268.0,1,0,0
5252,1,0,0,34.0,0,0,170.0,1256.0,0,4,1
5253,0,1,2,45.0,1,0,0.0,0.0,0,0,1
5254,0,0,0,31.0,0,0,0.0,1219.0,1,0,1
5255,1,0,0,14.0,1,0,30.0,757.0,1,1,0
5256,1,0,0,23.0,0,0,765.0,5.0,0,3,0
5257,0,1,0,61.0,0,0,0.0,0.0,1,0,1
5258,0,0,2,54.0,1,1,0.0,7996.0,1,0,1
5259,0,1,0,28.0,0,0,0.0,0.0,0,5,1
5260,0,0,0,46.0,1,0,0.0,3477.0,1,5,1
5261,1,0,0,32.0,0,0,125.0,874.0,1,1,1
5262,1,1,2,49.0,0,0,0.0,0.0,1,3,1
5263,1,1,2,20.0,0,0,0.0,0.0,1,3,1
5264,1,0,1,25.0,0,0,458.0,240.0,1,1,1
5265,1,0,0,19.0,1,0,0.0,785.0,1,1,1
5266,1,1,2,28.0,0,0,0.0,0.0,1,3,1
5267,1,0,0,68.0,0,0,0.0,0.0,0,1,1
5268,1,1,0,16.0,0,0,0.0,0.0,0,3,0
5269,2,1,0,19.0,0,0,0.0,0.0,1,4,0
5270,2,0,1,49.0,0,0,0.0,0.0,1,4,0
5271,2,0,0,15.0,0,0,890.0,9.0,1,4,0
5272,2,1,0,26.0,1,0,0.0,0.0,1,4,0
5273,2,0,0,22.0,0,0,804.0,0.0,0,4,0
5274,1,1,1,23.0,0,0,0.0,0.0,1,3,1
5275,1,0,0,31.0,1,0,0.0,0.0,1,3,0
5276,1,1,0,27.0,0,0,0.0,0.0,1,3,0
5277,1,1,0,28.0,1,0,0.0,458.07720329024676,1,3,0
5278,1,0,0,20.0,0,0,47.0,0.0,0,1,0
5279,1,0,0,43.0,1,0,1.0,8.0,1,1,0
5280,1,0,0,22.0,1,0,19.0,9.0,1,3,1
5281,0,1,0,27.0,0,0,0.0,0.0,1,4,1
5282,0,1,0,35.0,0,0,0.0,0.0,0,0,1
5283,0,1,2,37.0,1,0,0.0,0.0,0,1,1
5284,2,0,0,24.0,1,0,158.0,0.0,1,1,1
5285,2,0,2,18.0,0,0,2803.0,0.0,1,1,1
5286,2,0,0,15.0,0,0,643.0,0.0,1,1,1
5287,2,0,0,28.0,1,0,1909.0,0.0,1,1,0
5288,1,0,0,24.0,0,0,0.0,117.0,1,1,1
5289,2,1,2,39.0,0,0,0.0,0.0,1,1,1
5290,0,1,0,35.0,1,0,0.0,458.07720329024676,1,6,0
5291,0,0,2,52.0,1,0,0.0,1425.0,1,6,0
5292,0,0,0,48.0,0,0,0.0,458.07720329024676,1,6,0
5293,0,0,2,27.0,1,0,332.0,918.0,1,6,0
5294,0,0,2,50.0,0,0,0.0,103.0,1,6,0
5295,1,0,0,24.0,1,0,56.0,22.0,0,3,0
5296,1,0,1,26.0,1,0,807.0,0.0,1,3,1
5297,1,0,0,24.0,1,0,215.0,0.0,0,1,0
5298,1,1,0,15.0,1,0,0.0,0.0,1,3,0
5299,1,0,1,42.0,0,0,1188.0,39.0,1,1,0
5300,1,0,0,51.0,1,0,0.0,0.0,1,1,0
5301,1,0,1,43.0,1,0,635.0,53.0,1,4,0
5302,1,1,2,31.0,0,0,0.0,0.0,0,3,0
5303,1,1,0,14.0,1,0,0.0,0.0,1,3,1
5304,1,0,0,31.0,0,0,13.0,0.0,0,1,1
5305,0,0,0,33.0,0,0,0.0,1513.0,0,2,1
5306,1,0,2,21.0,0,0,0.0,496.0,1,3,0
5307,1,0,0,13.0,1,0,56.0,1706.0,0,3,0
5308,1,0,0,29.0,1,0,286.0,545.0,1,1,1
5309,0,0,0,22.0,1,0,0.0,11594.0,1,0,1
5310,2,0,0,22.0,1,0,1035.0,0.0,1,4,0
5311,1,1,1,18.0,0,0,0.0,0.0,1,3,1
5312,1,1,2,35.0,0,0,0.0,0.0,1,3,1
5313,1,1,0,20.0,0,0,0.0,0.0,1,3,1
5314,1,0,0,18.0,0,0,0.0,0.0,1,4,0
5315,1,1,0,66.0,1,0,0.0,0.0,1,3,1
5316,1,1,0,33.0,0,0,0.0,0.0,1,0,1
5317,0,1,2,48.0,0,0,0.0,0.0,0,0,1
5318,0,0,2,38.0,1,0,0.0,1198.0,1,0,1
5319,0,1,0,62.0,1,0,0.0,0.0,0,0,1
5320,1,1,0,19.0,0,0,0.0,0.0,1,3,0
5321,2,0,2,44.0,1,0,2267.0,0.0,1,1,1
5322,2,0,2,25.0,0,0,1410.0,123.0,1,5,0
5323,1,0,0,15.0,0,0,348.0,1627.0,0,1,0
5324,1,0,0,20.0,0,0,12.0,177.0,0,1,1
5325,1,0,0,34.0,1,0,233.0,0.0,1,1,0
5326,2,0,0,23.0,1,0,821.0,0.0,1,4,0
5327,1,0,0,45.0,1,0,0.0,0.0,1,1,1
